Distance,Point,B,L,H,Density_Cs_min,Density_Cs_max,,Density_Sr_min,Density_Sr_max,log-normal,SA_Cs-137,SA_Sr-90,Soil_Type,Soil_Subtype,Soil_Granulometry,Plant_Formation,Plant_Type,Age,"Wood_Stock, m3/ha",Wood_ATF_Cs-137,Wood_ATF_Sr-90,Leaf_Cs-137,Leaf_Sr-90,SA_Cs_Wood,Leaf,Dose_external,Dose_internal (inhal.),3.90E-08,1.60E-07,1.00E-08,1.41,internal (inhal.),internal (inhal.),internal (inhal.),internal (inhal.) 2040 h,internal (inhal.) 2040 h,internal (inhal.) 2040 h,,,
54.2,,,,,185,555,,"18,5",74,,1982,264,Дерново-подзолистые,автоморфные,суглинок,сельхозугодья,,,,,,,,,,0.34,4.7E-04,,,,,3.1E-04,1.7E-04,4.7E-04,6.2E-01,3.4E-01,9.6E-01,52.6989,30.7764,"52.698884,30.7763685"
54.3,,,,,185,555,,"18,5",74,,1982,264,Дерново-подзолистые,автоморфные,суглинок,сельхозугодья,,,,,,,,,,0.34,4.7E-04,,,,,3.1E-04,1.7E-04,4.7E-04,6.2E-01,3.4E-01,9.6E-01,52.6997,30.7770,"52.6996785,30.776981875"
54.4,,,,,185,555,,"18,5",74,,1982,264,Дерново-подзолистые,автоморфные,суглинок,сельхозугодья,,,,,,,,,,0.34,4.7E-04,,,,,3.1E-04,1.7E-04,4.7E-04,6.2E-01,3.4E-01,9.6E-01,52.7005,30.7776,"52.700473,30.7775952499999"
54.5,,,,,185,555,,"18,5",74,,1982,264,Дерново-подзолистые,автоморфные,суглинок,сельхозугодья,,,,,,,,,,0.34,4.7E-04,,,,,3.1E-04,1.7E-04,4.7E-04,6.2E-01,3.4E-01,9.6E-01,52.7013,30.7782,"52.7012675,30.7782086249999"
54.6,,,,,185,555,,"18,5",74,,1982,264,Дерново-подзолистые,автоморфные,суглинок,сельхозугодья,,,,,,,,,,0.34,4.7E-04,,,,,3.1E-04,1.7E-04,4.7E-04,6.2E-01,3.4E-01,9.6E-01,52.7021,30.7788,"52.702062,30.7788219999999"
54.7,72,52.702062,30.778822,,185,555,,"18,5",74,,1982,264,Дерново-подзолистые,автоморфные,суглинок,сельхозугодья,,,,,,,,,,0.34,4.7E-04,,,,,3.1E-04,1.7E-04,4.7E-04,6.2E-01,3.4E-01,9.6E-01,52.7028,30.7794,"52.7027725,30.7793675"
54.8,,,,,185,555,,"18,5",74,,1982,264,Дерново-подзолистые,автоморфные,суглинок,сельхозугодья,,,,,,,,,,0.34,4.7E-04,,,,,3.1E-04,1.7E-04,4.7E-04,6.2E-01,3.4E-01,9.6E-01,52.7035,30.7799,"52.703483,30.779913"
54.9,,,,,185,555,,"18,5",74,,1982,264,Дерново-подзолистые,автоморфные,суглинок,сельхозугодья,,,,,,,,,,0.34,4.7E-04,,,,,3.1E-04,1.7E-04,4.7E-04,6.2E-01,3.4E-01,9.6E-01,52.7042,30.7805,"52.7041935,30.7804584999999"
55,,,,,185,555,,"18,5",74,,1982,264,Дерново-подзолистые,автоморфные,суглинок,сельхозугодья,,,,,,,,,,0.34,4.7E-04,,,,,3.1E-04,1.7E-04,4.7E-04,6.2E-01,3.4E-01,9.6E-01,52.7049,30.7810,"52.704904,30.781004"
55.1,73,52.704904,30.781004,,185,555,,"18,5",74,,1982,264,Дерново-подзолистые,автоморфные,суглинок,сельхозугодья,,,,,,,,,,0.34,4.7E-04,,,,,3.1E-04,1.7E-04,4.7E-04,6.2E-01,3.4E-01,9.6E-01,52.7053,30.7825,"52.7053440345454,30.7824877663636"
55.2,,,,,185,555,,"18,5",74,,1982,264,Дерново-подзолистые,автоморфные,суглинок,сельхозугодья,,,,,,,,,,0.34,4.7E-04,,,,,3.1E-04,1.7E-04,4.7E-04,6.2E-01,3.4E-01,9.6E-01,52.7058,30.7840,"52.7057840690909,30.7839715327272"
55.3,,,,,185,555,,"18,5",74,,1982,264,Дерново-подзолистые,автоморфные,суглинок,сельхозугодья,,,,,,,,,,0.34,4.7E-04,,,,,3.1E-04,1.7E-04,4.7E-04,6.2E-01,3.4E-01,9.6E-01,52.7062,30.7855,"52.7062241036363,30.7854552990909"
55.4,,,,,185,555,,"18,5",74,,1982,264,Дерново-подзолистые,автоморфные,суглинок,сельхозугодья,,,,,,,,,,0.34,4.7E-04,,,,,3.1E-04,1.7E-04,4.7E-04,6.2E-01,3.4E-01,9.6E-01,52.7067,30.7869,"52.7066641381818,30.7869390654545"
55.5,,,,,185,555,,"18,5",74,,1982,264,Дерново-подзолистые,автоморфные,суглинок,сельхозугодья,,,,,,,,,,0.34,4.7E-04,,,,,3.1E-04,1.7E-04,4.7E-04,6.2E-01,3.4E-01,9.6E-01,52.7071,30.7884,"52.7071041727272,30.7884228318181"
55.6,,,,,185,555,,"18,5",74,,1982,264,Дерново-подзолистые,автоморфные,суглинок,сельхозугодья,,,,,,,,,,0.34,4.7E-04,,,,,3.1E-04,1.7E-04,4.7E-04,6.2E-01,3.4E-01,9.6E-01,52.7075,30.7899,"52.7075442072727,30.7899065981818"
55.7,,,,,185,555,,"18,5",74,,1982,264,Дерново-подзолистые,автоморфные,суглинок,сельхозугодья,,,,,,,,,,0.34,4.7E-04,,,,,3.1E-04,1.7E-04,4.7E-04,6.2E-01,3.4E-01,9.6E-01,52.7080,30.7914,"52.7079842418181,30.7913903645454"
55.8,,,,,185,555,,"18,5",74,,1982,264,Дерново-подзолистые,автоморфные,суглинок,сельхозугодья,,,,,,,,,,0.34,4.7E-04,,,,,3.1E-04,1.7E-04,4.7E-04,6.2E-01,3.4E-01,9.6E-01,52.7084,30.7929,"52.7084242763636,30.792874130909"
55.9,,,,,185,555,,"18,5",74,,1982,264,Дерново-подзолистые,автоморфные,суглинок,сельхозугодья,,,,,,,,,,0.34,4.7E-04,,,,,3.1E-04,1.7E-04,4.7E-04,6.2E-01,3.4E-01,9.6E-01,52.7089,30.7944,"52.708864310909,30.7943578972727"
56,,,,,185,555,,"18,5",74,,1982,264,Дерново-подзолистые,автоморфные,суглинок,сельхозугодья,,,,,,,,,,0.34,4.7E-04,,,,,3.1E-04,1.7E-04,4.7E-04,6.2E-01,3.4E-01,9.6E-01,52.7093,30.7958,"52.7093043454545,30.7958416636363"
56.1,,,,,185,555,,"18,5",74,,1982,264,Дерново-подзолистые,автоморфные,суглинок,сельхозугодья,,,,,,,,,,0.34,4.7E-04,,,,,3.1E-04,1.7E-04,4.7E-04,6.2E-01,3.4E-01,9.6E-01,52.7097,30.7973,"52.70974438,30.79732543"
56.2,74,52.70974438,30.79732543,,185,555,,"18,5",74,,1982,264,Дерново-подзолистые,автоморфные,суглинок,сельхозугодья,,,,,,,,,,0.34,4.7E-04,,,,,3.1E-04,1.7E-04,4.7E-04,6.2E-01,3.4E-01,9.6E-01,52.7102,30.7987,"52.71015525,30.7987008190909"
56.3,,,,,185,555,,"18,5",74,,1982,264,Дерново-подзолистые,автоморфные,суглинок,сельхозугодья,,,,,,,,,,0.34,4.7E-04,,,,,3.1E-04,1.7E-04,4.7E-04,6.2E-01,3.4E-01,9.6E-01,52.7106,30.8001,"52.7105661199999,30.8000762081818"
56.4,,,,,185,555,,"18,5",74,,1982,264,Дерново-подзолистые,автоморфные,суглинок,сельхозугодья,,,,,,,,,,0.34,4.7E-04,,,,,3.1E-04,1.7E-04,4.7E-04,6.2E-01,3.4E-01,9.6E-01,52.7110,30.8015,"52.71097699,30.8014515972727"
56.5,,,,,185,555,,"18,5",74,,1982,264,Дерново-подзолистые,автоморфные,суглинок,сельхозугодья,,,,,,,,,,0.34,4.7E-04,,,,,3.1E-04,1.7E-04,4.7E-04,6.2E-01,3.4E-01,9.6E-01,52.7114,30.8028,"52.71138786,30.8028269863636"
56.6,,,,,185,555,,"18,5",74,,1982,264,Дерново-подзолистые,автоморфные,суглинок,сельхозугодья,,,,,,,,,,0.34,4.7E-04,,,,,3.1E-04,1.7E-04,4.7E-04,6.2E-01,3.4E-01,9.6E-01,52.7118,30.8042,"52.71179873,30.8042023754545"
56.7,,,,,185,555,,"18,5",74,,1982,264,Дерново-подзолистые,автоморфные,суглинок,сельхозугодья,,,,,,,,,,0.34,4.7E-04,,,,,3.1E-04,1.7E-04,4.7E-04,6.2E-01,3.4E-01,9.6E-01,52.7122,30.8056,"52.7122096,30.8055777645454"
56.8,,,,,185,555,,"18,5",74,,1982,264,Дерново-подзолистые,автоморфные,суглинок,сельхозугодья,,,,,,,,,,0.34,4.7E-04,,,,,3.1E-04,1.7E-04,4.7E-04,6.2E-01,3.4E-01,9.6E-01,52.7126,30.8070,"52.71262047,30.8069531536363"
56.9,,,,,185,555,,"18,5",74,,1982,264,Дерново-подзолистые,автоморфные,суглинок,сельхозугодья,,,,,,,,,,0.34,4.7E-04,,,,,3.1E-04,1.7E-04,4.7E-04,6.2E-01,3.4E-01,9.6E-01,52.7130,30.8083,"52.71303134,30.8083285427272"
57,,,,,185,555,,"18,5",74,,1982,264,Дерново-подзолистые,автоморфные,суглинок,сельхозугодья,,,,,,,,,,0.34,4.7E-04,,,,,3.1E-04,1.7E-04,4.7E-04,6.2E-01,3.4E-01,9.6E-01,52.7134,30.8097,"52.71344221,30.8097039318181"
57.1,,,,,185,555,,"18,5",74,,1982,264,Дерново-подзолистые,автоморфные,суглинок,"сосна, береза",мшистый,15,106,1.21,5.35,"24,63","83,37",671.55,,0.34,4.7E-04,,,,,3.1E-04,1.7E-04,4.7E-04,6.2E-01,3.4E-01,9.6E-01,52.7139,30.8111,"52.71385308,30.811079320909"
57.2,,,,,185,555,,"18,5",74,,1982,264,Дерново-подзолистые,автоморфные,суглинок,"сосна, береза",мшистый,15,106,1.21,5.35,"24,63","83,37",671.55,,0.34,4.7E-04,,,,,3.1E-04,1.7E-04,4.7E-04,6.2E-01,3.4E-01,9.6E-01,52.7143,30.8125,"52.71426395,30.81245471"
57.3,75,52.71426395,30.81245471,,185,555,,"18,5",74,,1982,264,Дерново-подзолистые,автоморфные,суглинок,"сосна, береза",мшистый,15,106,1.21,5.35,"24,63","83,37",671.55,,0.34,4.7E-04,,,,,3.1E-04,1.7E-04,4.7E-04,6.2E-01,3.4E-01,9.6E-01,52.7147,30.8134,"52.7146929025,30.8134160745"
57.4,,,,,185,555,,"18,5",74,,1982,264,Дерново-подзолистые,автоморфные,суглинок,"сосна, береза",мшистый,15,106,1.21,5.35,"24,63","83,37",671.55,,0.34,4.7E-04,,,,,3.1E-04,1.7E-04,4.7E-04,6.2E-01,3.4E-01,9.6E-01,52.7151,30.8144,"52.715121855,30.814377439"
57.5,,,,,185,555,,"18,5",74,,1982,264,Дерново-подзолистые,автоморфные,суглинок,"сосна, береза",мшистый,15,106,1.21,5.35,"24,63","83,37",671.55,,0.34,4.7E-04,,,,,3.1E-04,1.7E-04,4.7E-04,6.2E-01,3.4E-01,9.6E-01,52.7156,30.8153,"52.7155508075,30.8153388035"
57.6,,,,,185,555,,"18,5",74,,1982,264,Дерново-подзолистые,автоморфные,суглинок,"сосна, береза",мшистый,15,106,1.21,5.35,"24,63","83,37",671.55,,0.34,4.7E-04,,,,,3.1E-04,1.7E-04,4.7E-04,6.2E-01,3.4E-01,9.6E-01,52.7160,30.8163,"52.71597976,30.816300168"
57.7,,,,,185,555,,"18,5",74,,1982,264,Дерново-подзолистые,автоморфные,суглинок,"сосна, береза",мшистый,15,106,1.21,5.35,"24,63","83,37",671.55,,0.34,4.7E-04,,,,,3.1E-04,1.7E-04,4.7E-04,6.2E-01,3.4E-01,9.6E-01,52.7164,30.8173,"52.7164087125,30.8172615325"
57.8,,,,,185,555,,"18,5",74,,1982,264,Дерново-подзолистые,автоморфные,суглинок,"сосна, береза",мшистый,15,106,1.21,5.35,"24,63","83,37",671.55,,0.34,4.7E-04,,,,,3.1E-04,1.7E-04,4.7E-04,6.2E-01,3.4E-01,9.6E-01,52.7168,30.8182,"52.716837665,30.818222897"
57.9,,,,,185,555,,"18,5",74,,1982,264,Дерново-подзолистые,автоморфные,суглинок,"сосна, береза",мшистый,15,106,1.21,5.35,"24,63","83,37",671.55,,0.34,4.7E-04,,,,,3.1E-04,1.7E-04,4.7E-04,6.2E-01,3.4E-01,9.6E-01,52.7173,30.8192,"52.7172666175,30.8191842615"
58,,,,,185,555,,"18,5",74,,1982,264,Дерново-подзолистые,автоморфные,суглинок,"сосна, береза",мшистый,15,106,1.21,5.35,"24,63","83,37",671.55,,0.34,4.7E-04,,,,,3.1E-04,1.7E-04,4.7E-04,6.2E-01,3.4E-01,9.6E-01,52.7177,30.8201,"52.71769557,30.820145626"
58.1,,,,,185,555,,"18,5",74,,1982,264,Дерново-подзолистые,автоморфные,суглинок,"сосна, береза",мшистый,15,106,1.21,5.35,"24,63","83,37",671.55,,0.34,4.7E-04,,,,,3.1E-04,1.7E-04,4.7E-04,6.2E-01,3.4E-01,9.6E-01,52.7181,30.8211,"52.7181245225,30.8211069905"
58.2,,,,,185,555,,"18,5",74,,1982,264,Дерново-подзолистые,автоморфные,суглинок,"сосна, береза",мшистый,15,106,1.21,5.35,"24,63","83,37",671.55,,0.34,4.7E-04,,,,,3.1E-04,1.7E-04,4.7E-04,6.2E-01,3.4E-01,9.6E-01,52.7186,30.8221,"52.718553475,30.822068355"
58.3,,,,,185,555,,"18,5",74,,1982,264,Дерново-подзолистые,автоморфные,суглинок,"сосна, береза",мшистый,15,106,1.21,5.35,"24,63","83,37",671.55,,0.34,4.7E-04,,,,,3.1E-04,1.7E-04,4.7E-04,6.2E-01,3.4E-01,9.6E-01,52.7190,30.8230,"52.7189824275,30.8230297195"
58.4,,,,,185,555,,"18,5",74,,1982,264,Дерново-подзолистые,автоморфные,суглинок,"сосна, береза",мшистый,15,106,1.21,5.35,"24,63","83,37",671.55,,0.34,4.7E-04,,,,,3.1E-04,1.7E-04,4.7E-04,6.2E-01,3.4E-01,9.6E-01,52.7194,30.8240,"52.71941138,30.823991084"
58.5,,,,,185,555,,"18,5",74,,1982,264,Дерново-подзолистые,автоморфные,суглинок,"сосна, береза",мшистый,15,106,1.21,5.35,"24,63","83,37",671.55,,0.34,4.7E-04,,,,,3.1E-04,1.7E-04,4.7E-04,6.2E-01,3.4E-01,9.6E-01,52.7198,30.8250,"52.7198403325,30.8249524485"
58.6,,,,,185,555,,"18,5",74,,1982,264,Дерново-подзолистые,автоморфные,суглинок,"сосна, береза",мшистый,15,106,1.21,5.35,"24,63","83,37",671.55,,0.34,4.7E-04,,,,,3.1E-04,1.7E-04,4.7E-04,6.2E-01,3.4E-01,9.6E-01,52.7203,30.8259,"52.720269285,30.825913813"
58.7,,,,,185,555,,"18,5",74,,1982,264,Дерново-подзолистые,автоморфные,суглинок,"сосна, береза",мшистый,15,106,1.21,5.35,"24,63","83,37",671.55,,0.34,4.7E-04,,,,,3.1E-04,1.7E-04,4.7E-04,6.2E-01,3.4E-01,9.6E-01,52.7207,30.8269,"52.7206982375,30.8268751775"
58.8,,,,,185,555,,"18,5",74,,1982,264,Дерново-подзолистые,автоморфные,суглинок,"сосна, береза",мшистый,15,106,1.21,5.35,"24,63","83,37",671.55,,0.34,4.7E-04,,,,,3.1E-04,1.7E-04,4.7E-04,6.2E-01,3.4E-01,9.6E-01,52.7211,30.8278,"52.72112719,30.827836542"
58.9,,,,,185,555,,"18,5",74,,1982,264,Дерново-подзолистые,автоморфные,суглинок,"сосна, береза",мшистый,15,106,1.21,5.35,"24,63","83,37",671.55,,0.34,4.7E-04,,,,,3.1E-04,1.7E-04,4.7E-04,6.2E-01,3.4E-01,9.6E-01,52.7216,30.8288,"52.7215561425,30.8287979065"
59,,,,,185,555,,"18,5",74,,2220,296,Дерново-подзолистые,автоморфные,супесь,"сосна, береза",мшистый,15,106,2.58,7.21,"24,63","83,37",1431.9,,0.34,4.7E-04,,,,,3.1E-04,1.7E-04,4.7E-04,6.2E-01,3.4E-01,9.6E-01,52.7220,30.8298,"52.721985095,30.829759271"
59.1,,,,,185,555,,"18,5",74,,2220,296,Дерново-подзолистые,автоморфные,супесь,"сосна, береза",мшистый,15,106,2.58,7.21,"24,63","83,37",1431.9,,0.34,4.7E-04,,,,,3.1E-04,1.7E-04,4.7E-04,6.2E-01,3.4E-01,9.6E-01,52.7224,30.8307,"52.7224140475,30.8307206355"
59.2,,,,,185,555,,"18,5",74,,2220,296,Дерново-подзолистые,автоморфные,супесь,"сосна, береза",мшистый,15,106,2.58,7.21,"24,63","83,37",1431.9,,0.34,4.7E-04,,,,,3.1E-04,1.7E-04,4.7E-04,6.2E-01,3.4E-01,9.6E-01,52.7228,30.8317,"52.722843,30.831682"
59.3,76,52.722843,30.831682,,185,555,,"18,5",74,,2220,296,Дерново-подзолистые,автоморфные,супесь,"сосна, береза",мшистый,15,106,2.58,7.21,"24,63","83,37",1431.9,,0.34,4.7E-04,,,,,3.1E-04,1.7E-04,4.7E-04,6.2E-01,3.4E-01,9.6E-01,52.7236,30.8335,"52.7236432857142,30.8334821428571"
59.4,,,,,185,555,,"18,5",74,,2220,296,Дерново-подзолистые,автоморфные,супесь,"сосна, береза",мшистый,15,106,2.58,7.21,"24,63","83,37",1431.9,,0.34,4.7E-04,,,,,3.1E-04,1.7E-04,4.7E-04,6.2E-01,3.4E-01,9.6E-01,52.7244,30.8353,"52.7244435714285,30.8352822857142"
59.5,,,,,185,555,,"18,5",74,,2220,296,Дерново-подзолистые,автоморфные,супесь,"сосна, береза",мшистый,15,106,2.58,7.21,"24,63","83,37",1431.9,,0.34,4.7E-04,,,,,3.1E-04,1.7E-04,4.7E-04,6.2E-01,3.4E-01,9.6E-01,52.7252,30.8371,"52.7252438571428,30.8370824285714"
59.6,,,,,185,555,,"18,5",74,,2220,296,Дерново-подзолистые,автоморфные,супесь,"сосна, береза",мшистый,15,106,2.58,7.21,"24,63","83,37",1431.9,,0.34,4.7E-04,,,,,3.1E-04,1.7E-04,4.7E-04,6.2E-01,3.4E-01,9.6E-01,52.7260,30.8389,"52.7260441428571,30.8388825714285"
59.7,,,,,185,555,,"18,5",74,,2220,296,Дерново-подзолистые,автоморфные,супесь,"сосна, береза",мшистый,15,106,2.58,7.21,"24,63","83,37",1431.9,,0.34,4.7E-04,,,,,3.1E-04,1.7E-04,4.7E-04,6.2E-01,3.4E-01,9.6E-01,52.7268,30.8407,"52.7268444285714,30.8406827142857"
59.8,,,,,185,555,,"18,5",74,,2220,296,Дерново-подзолистые,автоморфные,супесь,"сосна, береза",мшистый,15,106,2.58,7.21,"24,63","83,37",1431.9,,0.34,4.7E-04,,,,,3.1E-04,1.7E-04,4.7E-04,6.2E-01,3.4E-01,9.6E-01,52.7276,30.8425,"52.7276447142857,30.8424828571428"
59.9,,,,,185,555,,"18,5",74,,2220,296,Дерново-подзолистые,автоморфные,супесь,"сосна, береза",мшистый,15,106,2.58,7.21,"24,63","83,37",1431.9,,0.34,4.7E-04,,,,,3.1E-04,1.7E-04,4.7E-04,6.2E-01,3.4E-01,9.6E-01,52.7284,30.8443,"52.7284449999999,30.844283"
60,77,52.728445,30.844283,,185,555,,"18,5",74,,2220,296,Дерново-подзолистые,автоморфные,супесь,"сосна, береза",мшистый,15,106,2.58,7.21,"24,63","83,37",1431.9,,0.34,4.7E-04,,,,,3.1E-04,1.7E-04,4.7E-04,6.2E-01,3.4E-01,9.6E-01,52.7289,30.8454,"52.7289465358823,30.8453719088235"
60.1,,,,,185,555,,"5,55",18.5,,2220,74,Дерново-подзолистые,автоморфные,супесь,"сосна, береза",мшистый,15,106,2.58,7.21,"24,63","83,37",1431.9,,0.34,3.5E-04,,,,,3.1E-04,4.2E-05,3.5E-04,6.2E-01,8.5E-02,7.1E-01,52.7294,30.8465,"52.7294480717647,30.846460817647"
60.2,,,,,185,555,,"5,55",18.5,,2220,74,Дерново-подзолистые,автоморфные,супесь,"сосна, береза",мшистый,15,106,2.58,7.21,"24,63","83,37",1431.9,,0.34,3.5E-04,,,,,3.1E-04,4.2E-05,3.5E-04,6.2E-01,8.5E-02,7.1E-01,52.7299,30.8475,"52.729949607647,30.8475497264705"
60.3,,,,,185,555,,"5,55",18.5,,2220,74,Дерново-подзолистые,автоморфные,супесь,"сосна, береза",мшистый,15,106,2.58,7.21,"24,63","83,37",1431.9,,0.34,3.5E-04,,,,,3.1E-04,4.2E-05,3.5E-04,6.2E-01,8.5E-02,7.1E-01,52.7305,30.8486,"52.7304511435294,30.8486386352941"
60.4,,,,,185,555,,"5,55",18.5,,2220,74,Дерново-подзолистые,автоморфные,супесь,"сосна, береза",мшистый,15,106,2.58,7.21,"24,63","83,37",1431.9,,0.34,3.5E-04,,,,,3.1E-04,4.2E-05,3.5E-04,6.2E-01,8.5E-02,7.1E-01,52.7310,30.8497,"52.7309526794117,30.8497275441176"
60.5,,,,,185,555,,"5,55",18.5,,2220,74,Дерново-подзолистые,автоморфные,супесь,"сосна, береза",мшистый,15,106,2.58,7.21,"24,63","83,37",1431.9,,0.34,3.5E-04,,,,,3.1E-04,4.2E-05,3.5E-04,6.2E-01,8.5E-02,7.1E-01,52.7315,30.8508,"52.7314542152941,30.8508164529411"
60.6,,,,,185,555,,"5,55",18.5,,2220,74,Дерново-подзолистые,автоморфные,супесь,"сосна, береза",мшистый,15,106,2.58,7.21,"24,63","83,37",1431.9,,0.34,3.5E-04,,,,,3.1E-04,4.2E-05,3.5E-04,6.2E-01,8.5E-02,7.1E-01,52.7320,30.8519,"52.7319557511764,30.8519053617647"
60.7,,,,,185,555,,"5,55",18.5,,2220,74,Дерново-подзолистые,автоморфные,супесь,"сосна, береза",мшистый,15,106,2.58,7.21,"24,63","83,37",1431.9,,0.34,3.5E-04,,,,,3.1E-04,4.2E-05,3.5E-04,6.2E-01,8.5E-02,7.1E-01,52.7325,30.8530,"52.7324572870588,30.8529942705882"
60.8,,,,,185,555,,"5,55",18.5,,2220,74,Дерново-подзолистые,автоморфные,супесь,"сосна, береза",мшистый,15,106,2.58,7.21,"24,63","83,37",1431.9,,0.34,3.5E-04,,,,,3.1E-04,4.2E-05,3.5E-04,6.2E-01,8.5E-02,7.1E-01,52.7330,30.8541,"52.7329588229411,30.8540831794117"
60.9,,,,,185,555,,"5,55",18.5,,2220,74,Дерново-подзолистые,автоморфные,супесь,"сосна, береза",мшистый,15,106,2.58,7.21,"24,63","83,37",1431.9,,0.34,3.5E-04,,,,,3.1E-04,4.2E-05,3.5E-04,6.2E-01,8.5E-02,7.1E-01,52.7335,30.8552,"52.7334603588235,30.8551720882352"
61,,,,,185,555,,"5,55",18.5,,2220,74,Дерново-подзолистые,автоморфные,супесь,"сосна, береза",мшистый,15,106,2.58,7.21,"24,63","83,37",1431.9,,0.34,3.5E-04,,,,,3.1E-04,4.2E-05,3.5E-04,6.2E-01,8.5E-02,7.1E-01,52.7340,30.8563,"52.7339618947058,30.8562609970588"
61.1,,,,,185,555,,"5,55",18.5,,2220,74,Дерново-подзолистые,автоморфные,супесь,"сосна, береза",мшистый,15,106,2.58,7.21,"24,63","83,37",1431.9,,0.34,3.5E-04,,,,,3.1E-04,4.2E-05,3.5E-04,6.2E-01,8.5E-02,7.1E-01,52.7345,30.8573,"52.7344634305882,30.8573499058823"
61.2,,,,,185,555,,"5,55",18.5,,2220,74,Дерново-подзолистые,автоморфные,супесь,"сосна, береза",мшистый,15,106,2.58,7.21,"24,63","83,37",1431.9,,0.34,3.5E-04,,,,,3.1E-04,4.2E-05,3.5E-04,6.2E-01,8.5E-02,7.1E-01,52.7350,30.8584,"52.7349649664705,30.8584388147058"
61.3,,,,,185,555,,"5,55",18.5,,2220,74,Дерново-подзолистые,автоморфные,супесь,"сосна, береза",мшистый,15,106,2.58,7.21,"24,63","83,37",1431.9,,0.34,3.5E-04,,,,,3.1E-04,4.2E-05,3.5E-04,6.2E-01,8.5E-02,7.1E-01,52.7355,30.8595,"52.7354665023529,30.8595277235294"
61.4,,,,,185,555,,"5,55",18.5,,2220,74,Дерново-подзолистые,автоморфные,супесь,"сосна, береза",мшистый,15,106,2.58,7.21,"24,63","83,37",1431.9,,0.34,3.5E-04,,,,,3.1E-04,4.2E-05,3.5E-04,6.2E-01,8.5E-02,7.1E-01,52.7360,30.8606,"52.7359680382352,30.8606166323529"
61.5,,,,,185,555,,"5,55",18.5,,2220,74,Дерново-подзолистые,автоморфные,супесь,"береза, сосна",мшистый,5,0,,,,,,,0.34,3.5E-04,,,,,3.1E-04,4.2E-05,3.5E-04,6.2E-01,8.5E-02,7.1E-01,52.7365,30.8617,"52.7364695741176,30.8617055411764"
61.6,,,,,185,555,,"5,55",18.5,,2220,74,Дерново-подзолистые,автоморфные,супесь,"береза, сосна",мшистый,5,0,,,,,,,0.34,3.5E-04,,,,,3.1E-04,4.2E-05,3.5E-04,6.2E-01,8.5E-02,7.1E-01,52.7370,30.8628,"52.73697111,30.86279445"
61.7,1,52.73697111,30.86279445,,185,555,,"5,55",18.5,,2220,74,Дерново-подзолистые,автоморфные,супесь,"береза, сосна",мшистый,5,0,,,,,,,0.34,3.5E-04,,,,,3.1E-04,4.2E-05,3.5E-04,6.2E-01,8.5E-02,7.1E-01,52.7388,30.8635,"52.73880268,30.8635006"
61.8,2,52.73880268,30.8635006,,185,555,,"5,55",18.5,,2220,74,Дерново-подзолистые,автоморфные,супесь,"береза, сосна",мшистый,5,0,,,,,,,0.34,3.5E-04,,,,,3.1E-04,4.2E-05,3.5E-04,6.2E-01,8.5E-02,7.1E-01,52.7396,30.8639,"52.7395854333333,30.8638684766666"
61.9,,,,,185,555,,"5,55",18.5,,2220,74,Дерново-подзолистые,автоморфные,супесь,"береза, сосна",мшистый,5,0,,,,,,,0.34,3.5E-04,,,,,3.1E-04,4.2E-05,3.5E-04,6.2E-01,8.5E-02,7.1E-01,52.7404,30.8642,"52.7403681866666,30.8642363533333"
62,,,,,185,555,,"5,55",18.5,,2220,74,Дерново-подзолистые,автоморфные,супесь,"береза, сосна",мшистый,5,0,,,,,,,0.34,3.5E-04,,,,,3.1E-04,4.2E-05,3.5E-04,6.2E-01,8.5E-02,7.1E-01,52.7412,30.8646,"52.74115094,30.8646042299999"
62.1,,,,,185,555,,"5,55",18.5,,2220,74,Дерново-подзолистые,автоморфные,супесь,"береза, сосна",мшистый,5,0,,,,,,,0.34,3.5E-04,,,,,3.1E-04,4.2E-05,3.5E-04,6.2E-01,8.5E-02,7.1E-01,52.7419,30.8650,"52.7419336933333,30.8649721066666"
62.2,,,,,185,555,,"5,55",18.5,,2220,74,Дерново-подзолистые,автоморфные,супесь,"береза, сосна",мшистый,5,0,,,,,,,0.34,3.5E-04,,,,,3.1E-04,4.2E-05,3.5E-04,6.2E-01,8.5E-02,7.1E-01,52.7427,30.8653,"52.7427164466666,30.8653399833333"
62.3,,,,,185,555,,"5,55",18.5,,2220,74,Дерново-подзолистые,автоморфные,супесь,"береза, сосна",мшистый,5,0,,,,,,,0.34,3.5E-04,,,,,3.1E-04,4.2E-05,3.5E-04,6.2E-01,8.5E-02,7.1E-01,52.7435,30.8657,"52.7434992,30.86570786"
62.4,,,,,185,555,,"5,55",18.5,,2220,74,Дерново-подзолистые,автоморфные,супесь,"береза, сосна",мшистый,5,0,,,,,,,0.34,3.5E-04,,,,,3.1E-04,4.2E-05,3.5E-04,6.2E-01,8.5E-02,7.1E-01,52.7443,30.8661,"52.7442819533333,30.8660757366666"
62.5,,,,,185,555,,"5,55",18.5,,2220,74,Дерново-подзолистые,автоморфные,супесь,"береза, сосна",мшистый,5,0,,,,,,,0.34,3.5E-04,,,,,3.1E-04,4.2E-05,3.5E-04,6.2E-01,8.5E-02,7.1E-01,52.7451,30.8664,"52.7450647066666,30.8664436133333"
