Distance,Point,B,L,H,Density_Cs_min,Density_Cs_max,,Density_Sr_min,Density_Sr_max,log-normal,SA_Cs-137,SA_Sr-90,Soil_Type,Soil_Subtype,Soil_Granulometry,Plant_Formation,Plant_Type,Age,"Wood_Stock, m3/ha",Wood_ATF_Cs-137,Wood_ATF_Sr-90,Leaf_Cs-137,Leaf_Sr-90,SA_Cs_Wood,Leaf,Dose_external,Dose_internal (inhal.),3.90E-08,1.60E-07,1.00E-08,1.41,internal (inhal.),internal (inhal.),internal (inhal.),internal (inhal.) 2040 h,internal (inhal.) 2040 h,internal (inhal.) 2040 h,,,
82.7,,,,,185,555,,"5,55",18.5,,2168,72,Дерново-подзолистые,слабоглееватые,супесь,сельхозугодья,,,,,,,,,,0.34,3.5E-04,,,,,3.1E-04,4.2E-05,3.5E-04,6.2E-01,8.5E-02,7.1E-01,52.8643,31.0646,"52.8642875,31.064625"
82.8,,,,,185,555,,"5,55",18.5,,2168,72,Дерново-подзолистые,слабоглееватые,супесь,сельхозугодья,,,,,,,,,,0.34,3.5E-04,,,,,3.1E-04,4.2E-05,3.5E-04,6.2E-01,8.5E-02,7.1E-01,52.8650,31.0653,"52.865,31.0653"
82.9,23,52.865,31.0653,0.17,185,555,,"5,55",18.5,,2168,72,Дерново-подзолистые,слабоглееватые,супесь,сельхозугодья,,,,,,,,,,0.34,3.5E-04,,,,,3.1E-04,4.2E-05,3.5E-04,6.2E-01,8.5E-02,7.1E-01,52.8659,31.0658,"52.8659,31.0658"
83,,,,,185,555,,"5,55",18.5,,2523,84,Дерново-подзолистые заболоченные,глееватые,песок,сельхозугодья,,,,,,,,,,0.34,3.5E-04,,,,,3.1E-04,4.2E-05,3.5E-04,6.2E-01,8.5E-02,7.1E-01,52.8668,31.0663,"52.8668,31.0663"
83.1,,,,,185,555,,"5,55",18.5,,2523,84,Дерново-подзолистые заболоченные,глееватые,песок,сельхозугодья,,,,,,,,,,0.34,3.5E-04,,,,,3.1E-04,4.2E-05,3.5E-04,6.2E-01,8.5E-02,7.1E-01,52.8677,31.0668,"52.8677,31.0668"
83.2,,,,,185,555,,"5,55",18.5,,2523,84,Дерново-подзолистые заболоченные,глееватые,песок,сельхозугодья,,,,,,,,,,0.34,3.5E-04,,,,,3.1E-04,4.2E-05,3.5E-04,6.2E-01,8.5E-02,7.1E-01,52.8686,31.0673,"52.8686,31.0673"
83.3,,,,,185,555,,"5,55",18.5,,2523,84,Дерново-подзолистые заболоченные,глееватые,песок,сельхозугодья,,,,,,,,,,0.34,3.5E-04,,,,,3.1E-04,4.2E-05,3.5E-04,6.2E-01,8.5E-02,7.1E-01,52.8695,31.0678,"52.8695,31.0678"
83.4,24,52.8695,31.0678,0.19,37,185,,"5,55",18.5,,2523,84,Дерново-подзолистые заболоченные,глееватые,песок,сельхозугодья,,,,,,,,,,0.15,1.4E-04,,,,,1.0E-04,4.2E-05,1.4E-04,2.1E-01,8.5E-02,2.9E-01,52.8703,31.0683,"52.870325,31.068275"
83.5,,,,,37,185,,"5,55",18.5,,2523,84,Дерново-подзолистые заболоченные,глееватые,песок,сельхозугодья,,,,,,,,,,0.15,1.4E-04,,,,,1.0E-04,4.2E-05,1.4E-04,2.1E-01,8.5E-02,2.9E-01,52.8712,31.0687,"52.87115,31.0687499999999"
83.6,,,,,37,185,,"5,55",18.5,,2523,84,Дерново-подзолистые заболоченные,глееватые,песок,сельхозугодья,,,,,,,,,,0.15,1.4E-04,,,,,1.0E-04,4.2E-05,1.4E-04,2.1E-01,8.5E-02,2.9E-01,52.8720,31.0692,"52.871975,31.069225"
83.7,,,,,37,185,,"5,55",18.5,,2523,84,Дерново-подзолистые заболоченные,глееватые,песок,сельхозугодья,,,,,,,,,,0.15,1.4E-04,,,,,1.0E-04,4.2E-05,1.4E-04,2.1E-01,8.5E-02,2.9E-01,52.8728,31.0697,"52.8728,31.0696999999999"
83.8,,,,,37,185,,"5,55",18.5,,2523,84,Дерново-подзолистые заболоченные,глееватые,песок,сельхозугодья,,,,,,,,,,0.15,1.4E-04,,,,,1.0E-04,4.2E-05,1.4E-04,2.1E-01,8.5E-02,2.9E-01,52.8736,31.0702,"52.873625,31.070175"
83.9,,,,,37,185,,"5,55",18.5,,2523,84,Дерново-подзолистые заболоченные,глееватые,песок,сельхозугодья,,,,,,,,,,0.15,1.4E-04,,,,,1.0E-04,4.2E-05,1.4E-04,2.1E-01,8.5E-02,2.9E-01,52.8745,31.0707,"52.87445,31.07065"
84,,,,,37,185,,"5,55",18.5,,2523,84,Дерново-подзолистые заболоченные,глееватые,песок,сельхозугодья,,,,,,,,,,0.15,1.4E-04,,,,,1.0E-04,4.2E-05,1.4E-04,2.1E-01,8.5E-02,2.9E-01,52.8753,31.0711,"52.875275,31.071125"
84.1,,,,,37,185,,0,5.55,,2523,25,Дерново-подзолистые заболоченные,глееватые,песок,сельхозугодья,,,,,,,,,,0.15,1.1E-04,,,,,1.0E-04,1.3E-05,1.1E-04,2.1E-01,2.6E-02,2.3E-01,52.8761,31.0716,"52.8761,31.0716"
84.2,25,52.8761,31.0716,0.26,37,185,,0,5.55,,2523,25,Дерново-подзолистые заболоченные,глееватые,песок,сельхозугодья,,,,,,,,,,0.15,1.1E-04,,,,,1.0E-04,1.3E-05,1.1E-04,2.1E-01,2.6E-02,2.3E-01,52.8771,31.0722,"52.8771,31.0722"
84.3,,,,,37,185,,0,5.55,,2523,25,Дерново-подзолистые заболоченные,глееватые,песок,сельхозугодья,,,,,,,,,,0.15,1.1E-04,,,,,1.0E-04,1.3E-05,1.1E-04,2.1E-01,2.6E-02,2.3E-01,52.8781,31.0728,"52.8781,31.0728"
84.4,26,52.8781,31.0728,0.29,37,185,,0,5.55,,841,25,Дерново-подзолистые заболоченные,глееватые,песок,сельхозугодья,,,,,,,,,,0.15,1.1E-04,,,,,1.0E-04,1.3E-05,1.1E-04,2.1E-01,2.6E-02,2.3E-01,52.8789,31.0732,"52.8788666666666,31.0732333333333"
84.5,,,,,37,185,,0,5.55,,841,25,Дерново-подзолистые заболоченные,глееватые,песок,сельхозугодья,,,,,,,,,,0.15,1.1E-04,,,,,1.0E-04,1.3E-05,1.1E-04,2.1E-01,2.6E-02,2.3E-01,52.8796,31.0737,"52.8796333333333,31.0736666666666"
84.6,,,,,37,185,,0,5.55,,841,25,Дерново-подзолистые заболоченные,глееватые,песок,сельхозугодья,,,,,,,,,,0.15,1.1E-04,,,,,1.0E-04,1.3E-05,1.1E-04,2.1E-01,2.6E-02,2.3E-01,52.8804,31.0741,"52.8804,31.0741"
84.7,,,,,37,185,,0,5.55,,841,25,Дерново-подзолистые заболоченные,глееватые,песок,сельхозугодья,,,,,,,,,,0.15,1.1E-04,,,,,1.0E-04,1.3E-05,1.1E-04,2.1E-01,2.6E-02,2.3E-01,52.8812,31.0745,"52.8811666666666,31.0745333333333"
84.8,,,,,37,185,,0,5.55,,841,25,Дерново-подзолистые заболоченные,глееватые,песок,сельхозугодья,,,,,,,,,,0.15,1.1E-04,,,,,1.0E-04,1.3E-05,1.1E-04,2.1E-01,2.6E-02,2.3E-01,52.8819,31.0750,"52.8819333333333,31.0749666666666"
84.9,,,,,37,185,,0,5.55,,841,25,Дерново-подзолистые заболоченные,глееватые,песок,сельхозугодья,,,,,,,,,,0.15,1.1E-04,,,,,1.0E-04,1.3E-05,1.1E-04,2.1E-01,2.6E-02,2.3E-01,52.8827,31.0754,"52.8827,31.0754"
85,,,,,37,185,,0,5.55,,841,25,Дерново-подзолистые заболоченные,глееватые,песок,сельхозугодья,,,,,,,,,,0.15,1.1E-04,,,,,1.0E-04,1.3E-05,1.1E-04,2.1E-01,2.6E-02,2.3E-01,52.8835,31.0758,"52.8834666666666,31.0758333333333"
85.1,,,,,37,185,,0,5.55,,841,25,Дерново-подзолистые заболоченные,глееватые,песок,сельхозугодья,,,,,,,,,,0.15,1.1E-04,,,,,1.0E-04,1.3E-05,1.1E-04,2.1E-01,2.6E-02,2.3E-01,52.8842,31.0763,"52.8842333333333,31.0762666666666"
85.2,,,,,37,185,,0,5.55,,841,25,Дерново-подзолистые заболоченные,глееватые,песок,береза,вересково-брусничные,,,2.88,11.11,"6,43","45,75",532.8,,0.15,1.1E-04,,,,,1.0E-04,1.3E-05,1.1E-04,2.1E-01,2.6E-02,2.3E-01,52.8850,31.0767,"52.885,31.0767"
85.3,27,52.885,31.0767,0.17,37,185,,0,5.55,,841,25,Дерново-подзолистые заболоченные,глееватые,песок,береза,вересково-брусничные,,,2.88,11.11,"6,44","45,76",532.8,,0.15,1.1E-04,,,,,1.0E-04,1.3E-05,1.1E-04,2.1E-01,2.6E-02,2.3E-01,52.8859,31.0773,"52.88585,31.077259090909"
85.4,,,,,37,185,,0,5.55,,841,25,Дерново-подзолистые заболоченные,глееватые,песок,береза,вересково-брусничные,,,2.88,11.11,"6,45","45,77",532.8,,0.15,1.1E-04,,,,,1.0E-04,1.3E-05,1.1E-04,2.1E-01,2.6E-02,2.3E-01,52.8867,31.0778,"52.8867,31.0778181818181"
85.5,,,,,37,185,,0,5.55,,841,25,Дерново-подзолистые заболоченные,глееватые,песок,береза,вересково-брусничные,,,2.88,11.11,"6,46","45,78",532.8,,0.15,1.1E-04,,,,,1.0E-04,1.3E-05,1.1E-04,2.1E-01,2.6E-02,2.3E-01,52.8876,31.0784,"52.88755,31.0783772727272"
85.6,,,,,37,185,,0,5.55,,841,25,Дерново-подзолистые заболоченные,глееватые,песок,береза,вересково-брусничные,,,2.88,11.11,"6,47","45,79",532.8,,0.15,1.1E-04,,,,,1.0E-04,1.3E-05,1.1E-04,2.1E-01,2.6E-02,2.3E-01,52.8884,31.0789,"52.8884,31.0789363636363"
85.7,,,,,37,185,,0,5.55,,841,25,Дерново-подзолистые заболоченные,глееватые,песок,береза,вересково-брусничные,,,2.88,11.11,"6,48","45,80",532.8,,0.15,1.1E-04,,,,,1.0E-04,1.3E-05,1.1E-04,2.1E-01,2.6E-02,2.3E-01,52.8893,31.0795,"52.88925,31.0794954545454"
85.8,,,,,37,185,,0,5.55,,841,25,Дерново-подзолистые заболоченные,глееватые,песок,береза,вересково-брусничные,,,2.88,11.11,"6,49","45,81",532.8,,0.15,1.1E-04,,,,,1.0E-04,1.3E-05,1.1E-04,2.1E-01,2.6E-02,2.3E-01,52.8901,31.0801,"52.8901,31.0800545454545"
85.9,,,,,37,185,,0,5.55,,841,25,Дерново-подзолистые заболоченные,глееватые,песок,береза,вересково-брусничные,,,2.88,11.11,"6,50","45,82",532.8,,0.15,1.1E-04,,,,,1.0E-04,1.3E-05,1.1E-04,2.1E-01,2.6E-02,2.3E-01,52.8910,31.0806,"52.89095,31.0806136363636"
86,,,,,37,185,,0,5.55,,841,25,Дерново-подзолистые заболоченные,глееватые,песок,береза,вересково-брусничные,,,2.88,11.11,"6,51","45,83",532.8,,0.15,1.1E-04,,,,,1.0E-04,1.3E-05,1.1E-04,2.1E-01,2.6E-02,2.3E-01,52.8918,31.0812,"52.8917999999999,31.0811727272727"
86.1,,,,,185,555,,0,5.55,,841,25,Дерново-подзолистые заболоченные,глееватые,песок,береза,вересково-брусничные,,,2.88,11.11,"6,52","45,84",1598.4,,0.34,3.2E-04,,,,,3.1E-04,1.3E-05,3.2E-04,6.2E-01,2.6E-02,6.5E-01,52.8926,31.0817,"52.8926499999999,31.0817318181818"
86.2,,,,,185,555,,0,5.55,,841,25,Дерново-подзолистые заболоченные,глееватые,песок,береза,вересково-брусничные,,,2.88,11.11,"6,53","45,85",1598.4,,0.34,3.2E-04,,,,,3.1E-04,1.3E-05,3.2E-04,6.2E-01,2.6E-02,6.5E-01,52.8935,31.0823,"52.8934999999999,31.0822909090909"
86.3,,,,,185,555,,0,5.55,,841,25,Дерново-подзолистые заболоченные,глееватые,песок,береза,вересково-брусничные,,,2.88,11.11,"6,54","45,86",1598.4,,0.34,3.2E-04,,,,,3.1E-04,1.3E-05,3.2E-04,6.2E-01,2.6E-02,6.5E-01,52.8944,31.0829,"52.89435,31.08285"
86.4,,,,,185,555,,0,5.55,,841,25,Дерново-подзолистые заболоченные,глееватые,песок,береза,вересково-брусничные,,,2.88,11.11,"6,55","45,87",1598.4,,0.34,3.2E-04,,,,,3.1E-04,1.3E-05,3.2E-04,6.2E-01,2.6E-02,6.5E-01,52.8952,31.0834,"52.8952,31.083409090909"
86.5,,,,,185,555,,0,5.55,,841,25,Дерново-подзолистые заболоченные,глееватые,песок,береза,вересково-брусничные,,,2.88,11.11,"6,56","45,88",1598.4,,0.34,3.2E-04,,,,,3.1E-04,1.3E-05,3.2E-04,6.2E-01,2.6E-02,6.5E-01,52.8961,31.0840,"52.89605,31.0839681818181"
86.6,,,,,185,555,,0,5.55,,841,25,Дерново-подзолистые заболоченные,глееватые,песок,береза,вересково-брусничные,,,2.88,11.11,"6,57","45,89",1598.4,,0.34,3.2E-04,,,,,3.1E-04,1.3E-05,3.2E-04,6.2E-01,2.6E-02,6.5E-01,52.8969,31.0845,"52.8969,31.0845272727272"
86.7,,,,,185,555,,0,5.55,,841,25,Дерново-подзолистые заболоченные,глееватые,песок,береза,вересково-брусничные,,,2.88,11.11,"6,58","45,90",1598.4,,0.34,3.2E-04,,,,,3.1E-04,1.3E-05,3.2E-04,6.2E-01,2.6E-02,6.5E-01,52.8978,31.0851,"52.89775,31.0850863636363"
86.8,,,,,185,555,,0,5.55,,841,25,Дерново-подзолистые заболоченные,глееватые,песок,береза,вересково-брусничные,,,2.88,11.11,"6,59","45,91",1598.4,,0.34,3.2E-04,,,,,3.1E-04,1.3E-05,3.2E-04,6.2E-01,2.6E-02,6.5E-01,52.8986,31.0856,"52.8986,31.0856454545454"
86.9,,,,,185,555,,0,5.55,,841,25,Дерново-подзолистые заболоченные,глееватые,песок,береза,вересково-брусничные,,,2.88,11.11,"6,60","45,92",1598.4,,0.34,3.2E-04,,,,,3.1E-04,1.3E-05,3.2E-04,6.2E-01,2.6E-02,6.5E-01,52.8995,31.0862,"52.89945,31.0862045454545"
87,,,,,185,555,,0,5.55,,841,25,Дерново-подзолистые заболоченные,глееватые,песок,"береза, осина",черничный,15,22,2.9,7.81,"24,63","83,37",1609.5,,0.34,3.2E-04,,,,,3.1E-04,1.3E-05,3.2E-04,6.2E-01,2.6E-02,6.5E-01,52.9003,31.0868,"52.9003,31.0867636363636"
87.1,,,,,185,555,,0,5.55,,2523,25,Дерново-подзолистые заболоченные,глееватые,песок,"береза, осина",черничный,15,22,2.9,7.81,"24,63","83,37",1609.5,,0.34,3.2E-04,,,,,3.1E-04,1.3E-05,3.2E-04,6.2E-01,2.6E-02,6.5E-01,52.9012,31.0873,"52.90115,31.0873227272727"
87.2,,,,,185,555,,0,5.55,,2523,25,Дерново-подзолистые заболоченные,глееватые,песок,"береза, осина",черничный,15,22,2.9,7.81,"24,63","83,37",1609.5,,0.34,3.2E-04,,,,,3.1E-04,1.3E-05,3.2E-04,6.2E-01,2.6E-02,6.5E-01,52.9020,31.0879,"52.902,31.0878818181818"
87.3,,,,,185,555,,0,5.55,,2523,25,Дерново-подзолистые заболоченные,глееватые,песок,"береза, осина",черничный,15,22,2.9,7.81,"24,63","83,37",1609.5,,0.34,3.2E-04,,,,,3.1E-04,1.3E-05,3.2E-04,6.2E-01,2.6E-02,6.5E-01,52.9029,31.0884,"52.90285,31.0884409090909"
87.4,,,,,185,555,,0,5.55,,2523,25,Дерново-подзолистые заболоченные,глееватые,песок,"береза, осина",черничный,15,22,2.9,7.81,"24,63","83,37",1609.5,,0.34,3.2E-04,,,,,3.1E-04,1.3E-05,3.2E-04,6.2E-01,2.6E-02,6.5E-01,52.9037,31.0890,"52.9037,31.089"
87.5,,,,,185,555,,0,5.55,,2523,25,Дерново-подзолистые заболоченные,глееватые,песок,"береза, осина",черничный,15,22,2.9,7.81,"24,63","83,37",1609.5,,0.34,3.2E-04,,,,,3.1E-04,1.3E-05,3.2E-04,6.2E-01,2.6E-02,6.5E-01,52.9046,31.0896,"52.90455,31.089559090909"
87.6,,,,,185,555,,0,5.55,,2523,25,Дерново-подзолистые заболоченные,глееватые,песок,"береза, осина",черничный,15,22,2.9,7.81,"24,63","83,37",1609.5,,0.34,3.2E-04,,,,,3.1E-04,1.3E-05,3.2E-04,6.2E-01,2.6E-02,6.5E-01,52.9054,31.0901,"52.9054,31.0901181818181"
87.7,,,,,185,555,,0,5.55,,2523,25,Дерново-подзолистые заболоченные,глееватые,песок,"береза, осина",черничный,15,22,2.9,7.81,"24,63","83,37",1609.5,,0.34,3.2E-04,,,,,3.1E-04,1.3E-05,3.2E-04,6.2E-01,2.6E-02,6.5E-01,52.9063,31.0907,"52.90625,31.0906772727272"
87.8,,,,,185,555,,0,5.55,,2523,25,Дерново-подзолистые заболоченные,глееватые,песок,"береза, осина",черничный,15,22,2.9,7.81,"24,63","83,37",1609.5,,0.34,3.2E-04,,,,,3.1E-04,1.3E-05,3.2E-04,6.2E-01,2.6E-02,6.5E-01,52.9071,31.0912,"52.9071,31.0912363636363"
87.9,,,,,185,555,,0,5.55,,2523,25,Дерново-подзолистые заболоченные,глееватые,песок,"береза, осина",черничный,15,22,2.9,7.81,"24,63","83,37",1609.5,,0.34,3.2E-04,,,,,3.1E-04,1.3E-05,3.2E-04,6.2E-01,2.6E-02,6.5E-01,52.9080,31.0918,"52.90795,31.0917954545454"
88,,,,,185,555,,0,5.55,,2523,25,Дерново-подзолистые заболоченные,глееватые,песок,"береза, осина",черничный,15,22,2.9,7.81,"24,63","83,37",1609.5,,0.34,3.2E-04,,,,,3.1E-04,1.3E-05,3.2E-04,6.2E-01,2.6E-02,6.5E-01,52.9088,31.0924,"52.9088,31.0923545454545"
88.1,,,,,185,555,,0,5.55,,2523,25,Дерново-подзолистые заболоченные,глееватые,песок,"береза, осина",орляковый,50,546,2.9,7.81,"24,63","83,37",1609.5,,0.34,3.2E-04,,,,,3.1E-04,1.3E-05,3.2E-04,6.2E-01,2.6E-02,6.5E-01,52.9097,31.0929,"52.90965,31.0929136363636"
88.2,,,,,185,555,,0,5.55,,2523,25,Дерново-подзолистые заболоченные,глееватые,песок,"береза, осина",орляковый,50,546,2.9,7.81,"24,63","83,37",1609.5,,0.34,3.2E-04,,,,,3.1E-04,1.3E-05,3.2E-04,6.2E-01,2.6E-02,6.5E-01,52.9105,31.0935,"52.9105,31.0934727272727"
88.3,,,,,185,555,,0,5.55,,2523,25,Дерново-подзолистые заболоченные,глееватые,песок,"береза, осина",орляковый,50,546,2.9,7.81,"24,63","83,37",1609.5,,0.34,3.2E-04,,,,,3.1E-04,1.3E-05,3.2E-04,6.2E-01,2.6E-02,6.5E-01,52.9114,31.0940,"52.91135,31.0940318181818"
88.4,,,,,185,555,,0,5.55,,2523,25,Дерново-подзолистые заболоченные,глееватые,песок,"береза, осина",орляковый,50,546,2.9,7.81,"24,63","83,37",1609.5,,0.34,3.2E-04,,,,,3.1E-04,1.3E-05,3.2E-04,6.2E-01,2.6E-02,6.5E-01,52.9122,31.0946,"52.9122,31.0945909090909"
88.5,,,,,185,555,,0,5.55,,2523,25,Дерново-подзолистые заболоченные,глееватые,песок,"береза, осина",орляковый,50,546,2.9,7.81,"24,63","83,37",1609.5,,0.34,3.2E-04,,,,,3.1E-04,1.3E-05,3.2E-04,6.2E-01,2.6E-02,6.5E-01,52.9131,31.0951,"52.91305,31.0951499999999"
88.6,,,,,185,555,,0,5.55,,2523,25,Дерново-подзолистые заболоченные,глееватые,песок,"береза, осина",орляковый,50,546,2.9,7.81,"24,63","83,37",1609.5,,0.34,3.2E-04,,,,,3.1E-04,1.3E-05,3.2E-04,6.2E-01,2.6E-02,6.5E-01,52.9139,31.0957,"52.9139,31.095709090909"
88.7,,,,,185,555,,0,5.55,,2523,25,Дерново-подзолистые заболоченные,глееватые,песок,"береза, осина",орляковый,50,546,2.9,7.81,"24,63","83,37",1609.5,,0.34,3.2E-04,,,,,3.1E-04,1.3E-05,3.2E-04,6.2E-01,2.6E-02,6.5E-01,52.9148,31.0963,"52.91475,31.0962681818181"
88.8,,,,,185,555,,0,5.55,,2523,25,Дерново-подзолистые заболоченные,глееватые,песок,"береза, осина",орляковый,50,546,2.9,7.81,"24,63","83,37",1609.5,,0.34,3.2E-04,,,,,3.1E-04,1.3E-05,3.2E-04,6.2E-01,2.6E-02,6.5E-01,52.9156,31.0968,"52.9156,31.0968272727272"
88.9,,,,,185,555,,0,5.55,,2523,25,Дерново-подзолистые заболоченные,глееватые,песок,"береза, осина",орляковый,50,546,2.9,7.81,"24,63","83,37",1609.5,,0.34,3.2E-04,,,,,3.1E-04,1.3E-05,3.2E-04,6.2E-01,2.6E-02,6.5E-01,52.9165,31.0974,"52.91645,31.0973863636363"
89,,,,,185,555,,0,5.55,,2523,25,Дерново-подзолистые заболоченные,глееватые,песок,"береза, осина",орляковый,50,546,2.9,7.81,"24,63","83,37",1609.5,,0.34,3.2E-04,,,,,3.1E-04,1.3E-05,3.2E-04,6.2E-01,2.6E-02,6.5E-01,52.9173,31.0979,"52.9173,31.0979454545454"
89.1,,,,,185,555,,0,5.55,,2523,25,Дерново-подзолистые заболоченные,глееватые,песок,"береза, осина",орляковый,50,546,2.9,7.81,"24,63","83,37",1609.5,,0.34,3.2E-04,,,,,3.1E-04,1.3E-05,3.2E-04,6.2E-01,2.6E-02,6.5E-01,52.9182,31.0985,"52.91815,31.0985045454545"
89.2,,,,,185,555,,0,5.55,,2523,25,Дерново-подзолистые заболоченные,глееватые,песок,"береза, осина, ольха",кисличный,60,562,2.87,7.81,"24,63","83,37",1592.85,,0.34,3.2E-04,,,,,3.1E-04,1.3E-05,3.2E-04,6.2E-01,2.6E-02,6.5E-01,52.9190,31.0991,"52.919,31.0990636363636"
89.3,,,,,185,555,,0,5.55,,2523,25,Дерново-подзолистые заболоченные,глееватые,песок,"береза, осина, ольха",кисличный,60,562,2.87,7.81,"24,63","83,37",1592.85,,0.34,3.2E-04,,,,,3.1E-04,1.3E-05,3.2E-04,6.2E-01,2.6E-02,6.5E-01,52.9199,31.0996,"52.91985,31.0996227272727"
89.4,,,,,185,555,,0,5.55,,2523,25,Дерново-подзолистые заболоченные,глееватые,песок,"береза, осина, ольха",кисличный,60,562,2.87,7.81,"24,63","83,37",1592.85,,0.34,3.2E-04,,,,,3.1E-04,1.3E-05,3.2E-04,6.2E-01,2.6E-02,6.5E-01,52.9207,31.1002,"52.9207,31.1001818181818"
89.5,,,,,185,555,,0,5.55,,2523,25,Дерново-подзолистые заболоченные,глееватые,песок,"береза, осина, ольха",кисличный,60,562,2.87,7.81,"24,63","83,37",1592.85,,0.34,3.2E-04,,,,,3.1E-04,1.3E-05,3.2E-04,6.2E-01,2.6E-02,6.5E-01,52.9216,31.1007,"52.92155,31.1007409090909"
89.6,,,,,185,555,,0,5.55,,2523,25,Дерново-подзолистые заболоченные,глееватые,песок,"береза, осина, ольха",кисличный,60,562,2.87,7.81,"24,63","83,37",1592.85,,0.34,3.2E-04,,,,,3.1E-04,1.3E-05,3.2E-04,6.2E-01,2.6E-02,6.5E-01,52.9224,31.1013,"52.9224,31.1013"
89.7,28,52.9224,31.1013,0.35,185,555,,0,5.55,,2523,25,Дерново-подзолистые заболоченные,глееватые,песок,"береза, осина, ольха",кисличный,60,562,2.87,7.81,"24,63","83,37",1592.85,,0.34,3.2E-04,,,,,3.1E-04,1.3E-05,3.2E-04,6.2E-01,2.6E-02,6.5E-01,52.9233,31.1017,"52.9233,31.1016666666666"
89.8,,,,,185,555,,0,5.55,,2523,25,Дерново-подзолистые заболоченные,глееватые,песок,"береза, осина, ольха",кисличный,60,562,2.87,7.81,"24,63","83,37",1592.85,,0.34,3.2E-04,,,,,3.1E-04,1.3E-05,3.2E-04,6.2E-01,2.6E-02,6.5E-01,52.9242,31.1020,"52.9242,31.1020333333333"
89.9,,,,,185,555,,0,5.55,,2523,25,Дерново-подзолистые заболоченные,глееватые,песок,"береза, осина, ольха",кисличный,60,562,2.87,7.81,"24,63","83,37",1592.85,,0.34,3.2E-04,,,,,3.1E-04,1.3E-05,3.2E-04,6.2E-01,2.6E-02,6.5E-01,52.9251,31.1024,"52.9251,31.1024"
90,,,,,185,555,,0,5.55,,2523,25,Дерново-подзолистые заболоченные,глееватые,песок,"береза, осина, ольха",кисличный,60,562,2.87,7.81,"24,63","83,37",1592.85,,0.34,3.2E-04,,,,,3.1E-04,1.3E-05,3.2E-04,6.2E-01,2.6E-02,6.5E-01,52.9260,31.1028,"52.926,31.1027666666666"
90.1,,,,,185,555,,"5,55",18.5,,2523,84,Дерново-подзолистые заболоченные,глееватые,песок,"береза, осина, ольха",кисличный,60,562,2.87,7.81,"24,63","83,37",1592.85,,0.34,3.5E-04,,,,,3.1E-04,4.2E-05,3.5E-04,6.2E-01,8.5E-02,7.1E-01,52.9269,31.1031,"52.9269,31.1031333333333"
90.2,,,,,185,555,,"5,55",18.5,,2523,84,Дерново-подзолистые заболоченные,глееватые,песок,"береза, осина, ольха",кисличный,60,562,2.87,7.81,"24,63","83,37",1592.85,,0.34,3.5E-04,,,,,3.1E-04,4.2E-05,3.5E-04,6.2E-01,8.5E-02,7.1E-01,52.9278,31.1035,"52.9278,31.1035"
90.3,,,,,185,555,,"5,55",18.5,,2523,84,Дерново-подзолистые заболоченные,глееватые,песок,"береза, осина, ольха",кисличный,60,562,2.87,7.81,"24,63","83,37",1592.85,,0.34,3.5E-04,,,,,3.1E-04,4.2E-05,3.5E-04,6.2E-01,8.5E-02,7.1E-01,52.9287,31.1039,"52.9287,31.1038666666666"
90.4,,,,,185,555,,"5,55",18.5,,2523,84,Дерново-подзолистые заболоченные,глееватые,песок,"береза, осина, ольха",кисличный,60,562,2.87,7.81,"24,63","83,37",1592.85,,0.34,3.5E-04,,,,,3.1E-04,4.2E-05,3.5E-04,6.2E-01,8.5E-02,7.1E-01,52.9296,31.1042,"52.9296,31.1042333333333"
90.5,,,,,185,555,,"5,55",18.5,,2523,84,Дерново-подзолистые заболоченные,глееватые,песок,"береза, осина, ольха",кисличный,60,562,2.87,7.81,"24,63","83,37",1592.85,,0.34,3.5E-04,,,,,3.1E-04,4.2E-05,3.5E-04,6.2E-01,8.5E-02,7.1E-01,52.9305,31.1046,"52.9305,31.1045999999999"
90.6,,,,,185,555,,"5,55",18.5,,2523,84,Дерново-подзолистые заболоченные,глееватые,песок,"береза, осина, ольха",кисличный,60,562,2.87,7.81,"24,63","83,37",1592.85,,0.34,3.5E-04,,,,,3.1E-04,4.2E-05,3.5E-04,6.2E-01,8.5E-02,7.1E-01,52.9314,31.1050,"52.9314,31.1049666666666"
90.7,,,,,185,555,,"5,55",18.5,,2523,84,Дерново-подзолистые заболоченные,глееватые,песок,"береза, осина, ольха",кисличный,60,562,2.87,7.81,"24,63","83,37",1592.85,,0.34,3.5E-04,,,,,3.1E-04,4.2E-05,3.5E-04,6.2E-01,8.5E-02,7.1E-01,52.9323,31.1053,"52.9323,31.1053333333333"
90.8,,,,,185,555,,"5,55",18.5,,2523,84,Дерново-подзолистые заболоченные,глееватые,песок,"береза, осина, ольха",кисличный,60,562,2.87,7.81,"24,63","83,37",1592.85,,0.34,3.5E-04,,,,,3.1E-04,4.2E-05,3.5E-04,6.2E-01,8.5E-02,7.1E-01,52.9332,31.1057,"52.9332,31.1057"
90.9,,,,,185,555,,"5,55",18.5,,2523,84,Дерново-подзолистые заболоченные,глееватые,песок,"береза, осина, ольха",кисличный,60,562,2.87,7.81,"24,63","83,37",1592.85,,0.34,3.5E-04,,,,,3.1E-04,4.2E-05,3.5E-04,6.2E-01,8.5E-02,7.1E-01,52.9341,31.1061,"52.9341,31.1060666666666"
