Stage,UG,Point,B,L,Y_1m_1,Y_1m_2,Y_1m_3,Y_1m_4,Y_1m_5,Y_3cm_1,Y_3cm_2,Y_3cm_3,Y_3cm_4,Y_3cm_5,"M_soil, g","SA_Soil, Bq/kg",+/-,Soil_0_5,Soil_5_10,Soil_10_15,Soil_15_20,Wood,Y_1m,Y_3cm,формация,тип,возраст,запас,"ПЗ, кБк/м2","ПЗ, Ки/км2"
7,,139.8,53.43669837999691,30.84969293102279,144,150,124,139,142,155,136,147,135,175,,,,,,,,,0.1398,0.1496,поле пшеничное,,,,,
7,,139.9,53.437383844625515,30.850517517289653,,,,,,,,,,,,,,,,,,,#DIV/0!,#DIV/0!,,,,,,
7,Уг84,139.92,53.437520925,30.8506824194444,,,,,,,,,,,,,,,,,,,#DIV/0!,#DIV/0!,,,,,,
7,,140.0,53.43796943790008,30.851537619666807,,,,,,,,,,,,,,,,,,,#DIV/0!,#DIV/0!,,,,,,
7,,140.1,53.43853006619341,30.8526065954779,,,,,,,,,,,,,,,,,,,#DIV/0!,#DIV/0!,,,,,,
7,,140.2,53.439090694486744,30.853675571288996,,,,,,,,,,,,,,,,,,,#DIV/0!,#DIV/0!,,,,,,
7,,140.3,53.43965132278007,30.85474454710009,140,143,142,112,173,155,137,159,136,163,1255,603,76,,,,,,0.142,0.15,луг разнотравье возле канала,,,,,
7,,140.4,53.44021195107341,30.855813522911184,,,,,,,,,,,,,,,,,,,#DIV/0!,#DIV/0!,,,,,,
7,,140.5,53.440772579366744,30.856882498722282,,,,,,,,,,,,,,,,,,,#DIV/0!,#DIV/0!,,,,,,
7,,140.6,53.44133320766007,30.857951474533376,,,,,,,,,,,,,,,,,,,#DIV/0!,#DIV/0!,,,,,,
7,Уг85,140.64,53.4415574555556,30.858379058333302,145,156,145,165,138,199,184,193,217,139,,,,,,,,,0.1498,0.1864,,,,,,
7,,140.7,53.44202680099939,30.85888458266713,,,,,,,,,,,,,,,,,,,#DIV/0!,#DIV/0!,,,,,,
7,,140.8,53.44280903544841,30.859727114652834,,,,,,,,,,,,,,,,,,,#DIV/0!,#DIV/0!,,,,,,
7,,140.9,53.44359126989743,30.860569646638535,,,,,,,,,,,,,,,,,,,#DIV/0!,#DIV/0!,,,,,,
7,,141.0,53.44437350434645,30.86141217862424,181,178,174,170,149,187,178,172,184,206,1020,716,90,,,,,,0.1704,0.1854,полеразнотравное,,,,,
7,,141.1,53.44515573879547,30.86225471060994,180,182,150,145,136,203,194,187,155,171,,,,,,,,,0.1586,0.182,поле пшеничное,,,,,
7,,141.2,53.44593797324448,30.863097242595643,,,,,,,,,,,,,,,,,,,#DIV/0!,#DIV/0!,,,,,,
7,,141.3,53.4467202076935,30.863939774581343,,,,,,,,,,,,,,,,,,,#DIV/0!,#DIV/0!,,,,,,
7,,141.4,53.44750244214252,30.864782306567047,,,,,,,,,,,,,,,,,,,#DIV/0!,#DIV/0!,,,,,,
7,,141.5,53.44828467659154,30.865624838552748,160,136,142,130,139,165,147,180,161,168,,,,,,,,,0.1414,0.1642,поле,,,,,
7,,141.6,53.44906691104056,30.86646737053845,,,,,,,,,,,,,,,,,,,#DIV/0!,#DIV/0!,,,,,,
7,,141.7,53.44984914548958,30.867309902524152,135,150,104,140,120,133,157,154,145,122,1405,472,59,,,,,,0.1298,0.1422,поле пшеничное,,,,,
7,,141.8,53.4506313799386,30.868152434509856,,,,,,,,,,,,,,,,,,,#DIV/0!,#DIV/0!,,,,,,
7,,141.9,53.45141361438761,30.86899496649556,,,,,,,,,,,,,,,,,,,#DIV/0!,#DIV/0!,,,,,,
7,,142.0,53.45219584883663,30.86983749848126,,,,,,,,,,,,,,,,,,,#DIV/0!,#DIV/0!,,,,,,
7,,142.1,53.45297808328565,30.870680030466964,,,,,,,,,,,,,,,,,,,#DIV/0!,#DIV/0!,,,,,,
7,,142.2,53.45376031773467,30.871522562452665,,,,,,,,,,,,,,,,,,,#DIV/0!,#DIV/0!,,,,,,
7,,142.3,53.45454255218369,30.87236509443837,,,,,,,,,,,,,,,,,,,#DIV/0!,#DIV/0!,,,,,,
7,Уг86,142.4,53.455324738888905,30.873207575,116,115,131,123,122,126,123,138,126,120,,,,,,,,,0.1214,0.1266,,,,,,
7,,142.5,53.45610832996448,30.873934315187768,150,127,153,160,138,160,157,172,156,159,,,,,,,,,0.1456,0.1608,,,,,,
7,,142.6,53.456891873216364,30.87466101102154,,,,,,,,,,,,,,,,,,,#DIV/0!,#DIV/0!,,,,,,
7,,142.7,53.457675416468255,30.875387706855317,,,,,,,,,,,,,,,,,,,#DIV/0!,#DIV/0!,,,,,,
7,,142.8,53.45845895972014,30.87611440268909,,,,,,,,,,,,,,,,,,,#DIV/0!,#DIV/0!,,,,,,
7,,142.9,53.45924250297203,30.876841098522867,179,169,157,157,149,198,187,180,186,182,1676,695,87,,,,,,0.1622,0.1866,поле с пшеницей,,,,,
7,,143.0,53.460026046223916,30.87756779435664,230,250,210,215,280,400,270,230,251,320,,,,,,,,,0.237,0.2942,,,,,,
7,,143.1,53.46080958947581,30.878294490190417,280,290,280,340,270,310,340,300,360,320,917,1256,158,,,,,,0.292,0.326,,,,,,
7,,143.2,53.46159313272769,30.87902118602419,,,,,,,,,,,,,,,,,,,#DIV/0!,#DIV/0!,,,,,,
7,,143.3,53.462376675979584,30.879747881857966,310,420,310,380,350,400,530,380,490,430,1026,1464,184,,,,,,0.354,0.446,"лес еловый, береза",,,,,
7,,143.4,53.46316021923147,30.88047457769174,,,,,,,,,,,,,,,,,,,#DIV/0!,#DIV/0!,,,,,,
7,,143.5,53.46394376248336,30.881201273525516,300,390,340,310,280,400,500,440,340,199,779,2717,342,,,,,,0.324,0.3758,вырубка+леселовый,,,,,
7,,143.6,53.464727305735245,30.88192796935929,,,,,,,,,,,,,,,,,,,#DIV/0!,#DIV/0!,,,,,,
7,,143.7,53.46551084898714,30.882654665193066,225,222,207,201,223,235,233,234,207,208,,,,,,,,,0.2156,0.2234,"непроходимый ельник, сосняк искуствен ",,,,,
7,,143.8,53.46629439223902,30.883381361026842,,,,,,,,,,,,,,,,,,,#DIV/0!,#DIV/0!,,,,,,
7,,143.9,53.46707793549091,30.884108056860615,400,440,420,430,500,530,530,510,450,620,1146,2292,289,,,,,,0.438,0.528,"ельник чистый, керны",,,,,
7,,144.0,53.4678614787428,30.884834752694392,,,,,,,,,,,,,,,,,,,#DIV/0!,#DIV/0!,,,,,,
7,,144.1,53.46864502199469,30.885561448528165,440,460,490,450,420,590,480,600,520,460,,,,,,,,,0.452,0.53,"ель, сосна, береза 100",,,,,
7,,144.2,53.469428565246574,30.88628814436194,229,235,203,224,211,224,252,205,239,240,1488,982,117,,,,,,0.2204,0.232,редкий молодой участок с березой и елью,,,,,
7,,144.3,53.470212108498465,30.887014840195715,,,,,,,,,,,,,,,,,,,#DIV/0!,#DIV/0!,,,,,,
7,,144.4,53.47099565175035,30.88774153602949,510,470,520,420,540,570,530,570,510,530,1489,1747,220,,,,,,0.492,0.542,"еловый 100, кисличный",,,,,
7,,144.5,53.47177919500224,30.888468231863264,,,,,,,,,,,,,,,,,,,#DIV/0!,#DIV/0!,,,,,,
7,,144.6,53.472562738254126,30.88919492769704,470,490,440,400,460,580,560,520,480,470,870,2956,369,,,,,,0.452,0.522,"лес еловый, береза, сосна 50",,,,,
7,,144.7,53.47334628150601,30.889921623530814,,,,,,,,,,,,,,,,,,,#DIV/0!,#DIV/0!,,,,,,
7,,144.8,53.4741298247579,30.89064831936459,440,390,390,380,430,550,450,460,460,590,1244,1213,153,,,,,,0.406,0.502,еловый молодой,,,,,
7,,144.9,53.47491336800979,30.891375015198363,,,,,,,,,,,,,,,,,,,#DIV/0!,#DIV/0!,,,,,,
7,,145.0,53.47569691126168,30.89210171103214,470,410,330,490,420,520,450,350,630,400,1750,1165,147,,,,,,0.424,0.47,вырубка,,,,,
7,,145.1,53.47648045451356,30.892828406865913,,,,,,,,,,,,,,,,,,,#DIV/0!,#DIV/0!,,,,,,
7,,145.2,53.477263997765455,30.89355510269969,430,420,420,430,470,770,400,330,640,660,1627,1635,206,,,,,,0.434,0.56,перекресток дорог,,,,,
7,,145.3,53.47804754101734,30.894281798533463,,,,,,,,,,,,,,,,,,,#DIV/0!,#DIV/0!,,,,,,
7,,145.4,53.47883108426923,30.89500849436724,550,510,480,460,470,640,580,500,570,420,1253,1845,232,,,,,,0.494,0.542,"вырубка с лесом береза, сосна 50",,,,,
7,,145.5,53.479614627521116,30.895735190201012,,,,,,,,,,,,,,,,,,,#DIV/0!,#DIV/0!,,,,,,
7,,145.6,53.48039817077301,30.89646188603479,600,650,720,580,570,780,770,770,640,600,1668,1305,164,,,,,,0.624,0.712,лес возле просеки,,,,,
7,,145.7,53.48118171402489,30.897188581868562,,,,,,,,,,,,,,,,,,,#DIV/0!,#DIV/0!,,,,,,
7,Уг87,145.77,53.481730227777796,30.8976973,510,490,520,480,470,690,530,610,670,520,1172,1571,198,,,,,,0.494,0.604,"лес после лэп сосна, береза 80",,,,,
7,,145.8,53.48199896432549,30.897868365373633,225,290,280,440,440,219,330,340,520,490,,,,,,,,,0.335,0.3798,лэп,,,,,
7,,145.9,53.482894880410015,30.898438664505093,650,560,650,750,670,710,640,920,1070,780,1584,1766,222,,,,,,0.656,0.824,"лес перед лэп, сосна,ель, рябина 80",,,,,
7,Уг88,145.92,53.4830740472222,30.898552713888897,,,,,,,,,,,,,,,,,,,#DIV/0!,#DIV/0!,,,,,,
7,,146.0,53.48343952138332,30.89958865059019,660,670,680,650,600,810,860,790,830,930,,2397.9,,89.6,322,526,495,,0.652,0.844,"после болота сосна, береза, рябина 50 отбор по слоям",,,,,
7,,146.1,53.48389635362865,30.900883541829092,,,,,,,,,,,,,,,,,,,#DIV/0!,#DIV/0!,,,,,,
7,,146.2,53.484353185873985,30.902178433068,380,350,320,440,400,430,400,380,430,320,1220,1506,188,,,,,,0.378,0.392,березы на болоте,,,,,
7,,146.3,53.48481001811932,30.903473324306905,,,,,,,,,,,,,,,,,,,#DIV/0!,#DIV/0!,,,,,,
7,,146.4,53.48526685036465,30.90476821554581,,,,,,,,,,,,,,,,,,,#DIV/0!,#DIV/0!,,,,,,
7,,146.5,53.485723682609986,30.906063106784714,,,,,,,,,,,,,,,,,,,#DIV/0!,#DIV/0!,,,,,,
7,,146.6,53.48618051485532,30.90735799802362,320,310,290,260,230,380,360,310,310,290,,,,,,,,,0.282,0.33,болото непроходимое,,,,,
7,,146.7,53.486637347100654,30.908652889262527,490,420,460,440,400,560,460,470,670,530,1268,1896,237,,,,,,0.442,0.538,,,,,,
7,,146.8,53.48709417934599,30.909947780501433,,,,,,,,,,,,,,,,,,,#DIV/0!,#DIV/0!,,,,,,
7,,146.9,53.48755101159132,30.911242671740336,660,570,410,640,690,680,660,780,880,800,1722,1235,154,,,,,,0.594,0.76,"сосна,береза, крушина 50",,,,,
7,,147.0,53.488007843836655,30.912537562979242,,,,,,,,,,,,,,,,,,,#DIV/0!,#DIV/0!,,,,,,
7,,147.1,53.48846467608198,30.91383245421815,610,620,690,760,640,660,750,740,790,790,,1741.4,,264,465,494,441,,0.664,0.746,"сосна, ель, береза50",,,,,
7,,147.2,53.488921508327316,30.91512734545705,,,,,,,,,,,,,,,,,,,#DIV/0!,#DIV/0!,,,,,,
7,,147.3,53.48937834057265,30.916422236695958,,,,,,,,,,,,,,,,,,,#DIV/0!,#DIV/0!,,,,,,
7,,147.4,53.48983517281798,30.917717127934864,530,510,510,560,510,650,590,580,600,720,,1893.6,,167.6,412,559,512,,0.524,0.628,"сосна, ель, береза черничный 50",,,,,
7,,147.5,53.49029200506332,30.91901201917377,,,,,,,,,,,,,,,,,,,#DIV/0!,#DIV/0!,,,,,,
7,,147.6,53.49074883730865,30.920306910412673,490,560,510,530,510,580,590,690,520,610,1281,1765,221,,,,,,0.52,0.598,"береза, ель, клен 50",,,,,
7,,147.7,53.491205669553985,30.92160180165158,,,,,,,,,,,,,,,,,,,#DIV/0!,#DIV/0!,,,,,,
7,,147.8,53.49166250179932,30.922896692890486,580,590,580,650,620,680,710,700,730,690,1448,2862,358,,,,,,0.604,0.702,"сосна, дуб, клен60",,,,,
7,,147.9,53.49211933404465,30.924191584129392,,,,,,,,,,,,,,,,,,,#DIV/0!,#DIV/0!,,,,,,
7,,148.0,53.492576166289986,30.925486475368295,600,540,500,550,560,620,770,720,640,620,1450,1569,196,,,,,,0.55,0.674,"сосняк, клен ,ель 80",,,,,
7,,148.1,53.49303299853532,30.9267813666072,,,,,,,,,,,,,,,,,,,#DIV/0!,#DIV/0!,,,,,,
7,,148.2,53.49348983078065,30.928076257846108,430,440,460,470,480,520,450,520,610,490,1402,1502,188,,,,,,0.456,0.518,,,,,,
7,,148.3,53.49394666302599,30.929371149085014,,,,,,,,,,,,,,,,,,,#DIV/0!,#DIV/0!,,,,,,
7,,148.4,53.49440349527132,30.930666040323917,540,500,440,450,490,610,570,720,510,560,1721,1422,178,,,,,,0.484,0.594,вырубка,,,,,
7,,148.5,53.494860327516655,30.931960931562823,,,,,,,,,,,,,,,,,,,#DIV/0!,#DIV/0!,,,,,,
7,,148.6,53.49531715976199,30.93325582280173,520,460,490,450,430,590,580,550,540,360,1325,1769,221,,,,,,0.47,0.524,дорога между сосняком и молодым березняком,,,,,
7,,148.7,53.49577399200732,30.934550714040636,,,,,,,,,,,,,,,,,,,#DIV/0!,#DIV/0!,,,,,,
7,Уг89,148.74,53.49595675,30.935068741666697,430,540,450,510,470,630,550,590,550,670,,1412.65,,240,505,500,560,,0.48,0.598,"сосна, дуб, ель, крушина, лещина, рябина, мшистый 80 керны, слоипочва",,,,,
7,,148.8,53.49641363891565,30.9355468905996,,,,,,,,,,,,,,,,,,,#DIV/0!,#DIV/0!,,,,,,
7,,148.9,53.49717519016383,30.936343878454185,460,420,490,460,600,480,480,530,430,630,1399,2382,300,,,,,,0.486,0.51,"сосна, ель дуб 80",,,,,
7,,149.0,53.497936741412005,30.93714086630877,,,,,,,,,,,,,,,,,,,#DIV/0!,#DIV/0!,,,,,,
7,,149.1,53.49869829266019,30.937937854163355,400,440,450,440,570,460,580,510,440,630,1283,1752,220,,,,,,0.46,0.524,"сосна, дуб, береза 80",,,,,
7,,149.2,53.49945984390837,30.93873484201794,,,,,,,,,,,,,,,,,,,#DIV/0!,#DIV/0!,,,,,,
7,,149.3,53.50022139515655,30.939531829872525,420,430,460,510,460,550,480,480,470,540,1454,1682,212,,,,,,0.456,0.504,"сосна, добыча смолы, дуб",,,,,
7,,149.4,53.50098294640473,30.94032881772711,,,,,,,,,,,,,,,,,,,#DIV/0!,#DIV/0!,,,,,,
7,,149.5,53.501744497652915,30.941125805581695,470,490,460,500,520,510,560,680,610,550,1552,1729,218,,,,,,0.488,0.582,"ель, дуб, клен, 100 ",,,,,
7,,149.6,53.50250604890109,30.941922793436284,,,,,,,,,,,,,,,,,,,#DIV/0!,#DIV/0!,,,,,,
7,,149.7,53.50326760014927,30.94271978129087,520,590,370,490,420,670,750,390,570,450,1552,1439,181,,,,,,0.478,0.566,,,,,,
7,,149.8,53.504029151397454,30.943516769145454,,,,,,,,,,,,,,,,,,,#DIV/0!,#DIV/0!,,,,,,
7,,149.9,53.504790702645636,30.94431375700004,540,540,490,500,560,630,520,570,550,580,1621,1838,232,,,,,,0.526,0.57,березняк с дубом,,,,,
7,,150.5,53.50936001,30.94909568,378,378,343,350,392,441,364,399,385,406,,,,,,,,,0.3682,0.399,,,,,,
7,,150.9,53.51240622,30.95228364,270,270,245,250,280,315,260,285,275,290,,,,,,,,,0.263,0.285,,,,,,
7,,151.3,53.51545242,30.95547159,216,216,196,200,224,252,208,228,220,232,,,,,,,,,0.2104,0.228,,,,,,
6,скз-14,,53.34337384444451,30.8263059861111,91,79,92,104,94,90,86,99,121,98,1431,244,31,,,,,,0.092,0.0988,поле разнотравное,,,,,
6,Поле заземления,,53.343000777777796,30.8313484527778,88,101,104,105,118,105,125,85,91,110,1362,300,38,,,,,,0.1032,0.1032,луг,,,,,
6,Кабель начало,,53.34337384444451,30.8263059861111,,,,,,,,,,,,,,,,,,,#DIV/0!,#DIV/0!,,,,,,
6,Кабель конец,,53.3428556333333,30.8313484527778,,,,,,,,,,,,,,,,,,,#DIV/0!,#DIV/0!,,,,,,
6,ВЛ начало,,53.34337384444451,30.8263059861111,,,,,,,,,,,,,,,,,,,#DIV/0!,#DIV/0!,,,,,,
6,Вл конец,,53.34456405,30.8228307722222,110,104,97,123,100,122,105,109,140,127,1532,344,43,,,,,,0.1068,0.1206,поле с пшеницей,,,,,
6,скз-15,,53.4271255583333,30.847037486111102,188,155,147,129,138,210,195,163,142,115,,,,,,,,,0.1514,0.165,луг разнотравный ,,,,,
6,Поле заземления,,53.427741322222204,30.8504178583333,144,126,142,160,145,179,166,167,183,186,1390,534,67,,,,,,0.1434,0.1762,поле с рапсом,,,,,
6,Кабель начало,,53.4271255583333,30.847037486111102,,,,,,,,,,,,,,,,,,,#DIV/0!,#DIV/0!,,,,,,
6,Кабель конец,,53.427741322222204,30.8504178583333,,,,,,,,,,,,,,,,,,,#DIV/0!,#DIV/0!,,,,,,
6,ВЛ начало,,53.4271255583333,30.847037486111102,,,,,,,,,,,,,,,,,,,#DIV/0!,#DIV/0!,,,,,,
6,Вл конец,,53.428721575,30.8472655083333,171,158,138,147,165,183,185,182,166,177,,,,,,,,,0.1558,0.1786,,,,,,
7,СКЗ-16,,53.458641683333305,30.877542505555603,,,,,,,,,,,,,,,,,,,#DIV/0!,#DIV/0!,,,,,,
7,Поле заземления,,53.4571791527778,30.879967525,160,187,183,184,164,188,198,188,196,,,,,,,,,,0.1756,0.1925,,,,,,
7,Кабель начало,,53.458641683333305,30.877542505555603,,,,,,,,,,,,,,,,,,,#DIV/0!,#DIV/0!,,,,,,
7,Кабель конец,,53.4571791527778,30.879967525,,,,,,,,,,,,,,,,,,,#DIV/0!,#DIV/0!,,,,,,
7,ВЛ начало,,53.458641683333305,30.877542505555603,,,,,,,,,,,,,,,,,,,#DIV/0!,#DIV/0!,,,,,,
7,ВЛ конец,,53.457649013888904,30.8716892611111,136,105,147,150,228,215,100,166,174,232,1009,916,115,,,,,,0.1532,0.1774,дорога лес и поле,,,,,
